full-name,Age,email,phone,district,taluka,landsize,address,latitude,longitude,other-info
Ahana  Atwal,39,loini60@gmail.com,9149489605,Nanded,Nanded,5,"Nanded , Maharashtra",19.15571,77.31096,
Ishita Kuruvilla,60,vdzpj38@gmail.com,9071855774,Nanded,Mudkhed,3,"Mudkhed , Maharashtra",19.14914,77.50349,
Anaya Wali,30,lahqj60@gmail.com,311509448,Nanded,Bhokar,4,"Bhokar , Maharashtra",19.22107,77.66942,
Samar Chaudhary,53,ssuwm33@gmail.com,604429549,Nanded,Umri,6,"Umri , Maharashtra",19.04754,77.63878,
Vardaniya Korpal,52,jtfzg45@gmail.com,7640452661,Nanded,Dharmabad,6,"Dharmabad , Maharashtra",18.89215,77.84728,
Yakshit Chaudry,58,lnvwj57@gmail.com,8905086159,Nanded,Biloli,2,"Biloli , Maharashtra",18.77509,77.72217,
Shanaya Kumer,55,qwudk31@gmail.com,6352593756,Nanded,Naigaon (Khairgaon),5,"Naigaon (Khairgaon) , Maharashtra",18.81384,77.5177,
Anahita Divan,31,svazj32@gmail.com,9104017230,Nanded,Loha,8,"Loha , Maharashtra",18.95576,77.12296,
Aarush Babu,56,pwfqd27@gmail.com,9273344948,Nanded,Kandhar,5,"Kandhar , Maharashtra",18.87332,77.18649,
Saira Gole,27,avjfr45@gmail.com,1703459284,Nanded,Mukhed,3,"Mukhed , Maharashtra",18.70776,77.36679,
Nirvi Wali,47,pjouj52@gmail.com,4423199574,Nanded,Deglur,7,"Deglur , Maharashtra",18.54569,77.57702,
Shanaya Rajan,59,ywlay32@gmail.com,6245854124,Nandurbar,Akkalkuwa,2,"Akkalkuwa , Maharashtra",21.55528,74.02119,
Pranay Doshi,31,synlr46@gmail.com,9186295071,Nandurbar,Akrani,3,"Akrani , Maharashtra",21.88117,74.4633,
Dhruv Dhawan,53,yltjy32@gmail.com,2324456187,Nandurbar,Taloda,7,"Taloda , Maharashtra",21.56314,74.21605,
Pranay Bail,33,zjaae31@gmail.com,3380519239,Nandurbar,Shahada,4,"Shahada , Maharashtra",21.5352,74.47365,
Tarini Shukla,53,cmxvp42@gmail.com,4222976536,Nandurbar,Nandurbar,3,"Nandurbar , Maharashtra",21.36671,74.24051,
Sumer Sarraf,57,jvjox45@gmail.com,9117599327,Nandurbar,Nawapur,6,"Nawapur , Maharashtra",21.1613,73.79405,
Ivana Lall,30,clsek31@gmail.com,7284538361,Nashik,Surgana,4,"Surgana , Maharashtra",20.56087,73.63661,
Divyansh Suri,46,taygo31@gmail.com,1201197318,Nashik,Kalvan,7,"Kalvan , Maharashtra",18.29754,73.26085,
Khushi Chad,34,szssz35@gmail.com,2623371112,Nashik,Deola,6,"Deola , Maharashtra",20.45191,74.22946,
Darshit Karpe,41,ofnqf48@gmail.com,9166976123,Nashik,Baglan,5,"Baglan , Maharashtra",20.59641,74.20155,
Nehmat Goda,49,xfzgy45@gmail.com,9113604366,Nashik,Malegaon,7,"Malegaon , Maharashtra",20.54966,74.53462,
Umang Chokshi,56,lshhz60@gmail.com,9164508783,Nashik,Nandgaon,6,"Nandgaon , Maharashtra",20.3074,74.65824,
Shray Kurian,55,tzhdx53@gmail.com,625258133,Nashik,Chandvad,4,"Chandvad , Maharashtra",18.60011,75.63631,
Charvi Joshi,51,jdcdz27@gmail.com,9134507230,Nashik,Dindori,2,"Dindori , Maharashtra",20.03188,74.14776,
Zain Bava,45,exrnv28@gmail.com,5108776951,Nashik,Peth,8,"Peth , Maharashtra",17.05422,74.22996,
Lakshay Chhabra,31,mlenl26@gmail.com,6395521424,Nashik,Trumbak,6,"Trumbak , Maharashtra",19.93499,73.52849,
Fateh Date,60,zncmq55@gmail.com,324365503,Nashik,Nashik,8,"Nashik , Maharashtra",19.99727,73.79096,
Lakshit Deshmukh,39,xzomv30@gmail.com,9120921829,Nashik,Igatputi,7,"Igatputi , Maharashtra",19.69516,73.56175,
Yasmin Agrawal,55,dpkgs26@gmail.com,9131403325,Nashik,Sinnar,2,"Sinnar , Maharashtra",19.84369,73.99385,
Charvi Gera,53,qmwir28@gmail.com,8415061051,Nashik,Niphad,7,"Niphad , Maharashtra",20.14002,74.23684,
Divit Vig,59,cpyqx41@gmail.com,5177604152,Nashik,Yeola,6,"Yeola , Maharashtra",20.0424,74.48944,
Mannat Shere,28,hnrmj50@gmail.com,9076240247,Osmanabad,Paranda,7,"Paranda , Maharashtra",18.26837,75.45353,
Gokul Venkataraman,60,gkoxx50@gmail.com,9110459869,Osmanabad,Bhoom,2,"Bhoom , Maharashtra",18.46071,75.66214,
Badal Shetty,34,adlws51@gmail.com,6997439601,Osmanabad,Washi,7,"Washi , Maharashtra",18.54639,75.74208,
Nitya Soni,45,obgdi48@gmail.com,9131322450,Osmanabad,Kalamb,2,"Kalamb , Maharashtra",20.44095,78.32677,
Vidur Choudhury,27,xkcxd26@gmail.com,4396632326,Osmanabad,Osmanabad,4,"Osmanabad , Maharashtra",18.1853,76.04073,
Seher Kibe,30,yxxxt56@gmail.com,1045497667,Osmanabad,Tuljapur,3,"Tuljapur , Maharashtra",18.01376,76.07125,
Lakshay Kothari,57,xydwk29@gmail.com,740816731,Osmanabad,Lohara,4,"Lohara , Maharashtra",17.98603,76.35961,
Hrishita Devi,29,hxlqj34@gmail.com,7528422292,Osmanabad,Umerga,8,"Umerga , Maharashtra",17.83723,76.62664,
Kartik Vyas,33,mqdty59@gmail.com,5204412413,Parbhani,Sailu,8,"Sailu , Maharashtra",20.80667,78.88364,
Sumer Sankar,51,yngwe56@gmail.com,899978883,Parbhani,Jintur,2,"Jintur , Maharashtra",19.61331,76.68433,
Rania Koshy,53,ywfjb55@gmail.com,9160571407,Parbhani,Parbhani,6,"Parbhani , Maharashtra",19.26078,76.77693,
Mahika Yohannan,45,bsgws52@gmail.com,24792555,Parbhani,Manwath,6,"Manwath , Maharashtra",19.29953,76.49418,
Jhanvi Bhatnagar,49,wsuln33@gmail.com,9184444757,Parbhani,Pathri,4,"Pathri , Maharashtra",19.26199,76.4366,
Tushar Chaudhuri,43,pbdmv46@gmail.com,4626005059,Parbhani,Sonpeth,5,"Sonpeth , Maharashtra",19.02787,76.47423,
Devansh Sridhar,31,umjbs50@gmail.com,75640959,Parbhani,Gangakhed,3,"Gangakhed , Maharashtra",18.96648,76.74846,
Aaina Badami,26,jvgsz43@gmail.com,2492181751,Parbhani,Palam,5,"Palam , Maharashtra",19.01049,76.98182,
Miraan Keer,57,jqoic52@gmail.com,6115571893,Parbhani,Purna,4,"Purna , Maharashtra",19.18354,77.03009,
Rohan Deshmukh,41,brtoe27@gmail.com,4242058089,Pune,Junnar,9,"Junnar , Maharashtra",19.20443,73.8725,
Rania Rattan,26,usajh30@gmail.com,4453451103,Pune,Ambegaon,9,"Ambegaon , Maharashtra",19.00496,73.94583,
Ivan Dhar,56,fvjdq60@gmail.com,9941433054,Pune,Shirur,4,"Shirur , Maharashtra",19.03367,75.49058,
Charvi Ahluwalia,52,ibmzf42@gmail.com,6363251401,Pune,Khed,2,"Khed , Maharashtra",18.85531,73.88754,
Tara Edwin,35,gfpih56@gmail.com,5555916403,Pune,Mawal,2,"Mawal , Maharashtra",18.77193,73.4043,
Vedika Zachariah,34,rmymc32@gmail.com,4426913562,Pune,Mulshi,6,"Mulshi , Maharashtra",18.60708,73.72324,
Lakshay Trivedi,33,xvzor57@gmail.com,8629265961,Pune,Haveli,9,"Haveli , Maharashtra",19.17695,73.94813,
Ayesha Deshpande,48,lvvhf27@gmail.com,8838137373,Pune,Pune City,6,"Pune City , Maharashtra",19.09202,72.88585,
Vritika Bose,51,miwey40@gmail.com,4060507554,Pune,Daund,9,"Daund , Maharashtra",18.45738,74.57741,
Vaibhav Kothari,42,vrxsp58@gmail.com,9077603319,Pune,Purandhar,9,"Purandhar , Maharashtra",18.34706,74.03539,
Samar Mammen,53,wrgef32@gmail.com,8965095528,Pune,Velhe,4,"Velhe , Maharashtra",18.30661,73.67068,
Yashvi Chadha,34,xubjj27@gmail.com,8860282292,Pune,Bhor,6,"Bhor , Maharashtra",18.14432,73.84412,
Vanya Chandra,51,mhqyf42@gmail.com,3707003179,Pune,Baramati,3,"Baramati , Maharashtra",18.16536,74.5923,
Amani Handa,52,bjnmn53@gmail.com,921458013,Pune,Indapur,6,"Indapur , Maharashtra",18.1163,75.02819,
Inaaya  Kade,50,kiqkg30@gmail.com,8821577197,Raigarh,Uran,5,"Uran , Maharashtra",18.87875,72.93932,
Mamooty Bala,40,milkl52@gmail.com,9799523317,Raigarh,Panvel,6,"Panvel , Maharashtra",18.99821,73.12315,
Nayantara Das,42,dcnxx35@gmail.com,7771955172,Raigarh,Karjat,9,"Karjat , Maharashtra",18.55079,75.00907,
Shanaya Tiwari,29,zfxze54@gmail.com,587726625,Raigarh,Khalapur,4,"Khalapur , Maharashtra",18.80024,73.32012,
Kashvi Kumar,55,hypwm40@gmail.com,1571379812,Raigarh,Pen,5,"Pen , Maharashtra",18.7349,73.09258,
Mohanlal Trivedi,57,ulcfs54@gmail.com,7329975594,Raigarh,Alibag,7,"Alibag , Maharashtra",18.64825,72.87798,
Sana Yogi,53,tthzm48@gmail.com,2203175687,Raigarh,Murud,2,"Murud , Maharashtra",18.33319,72.96273,
Anahi Rao,56,smctz26@gmail.com,3209774466,Raigarh,Roha,3,"Roha , Maharashtra",18.42873,73.16385,
Kartik Kade,35,pqlah58@gmail.com,246960063,Raigarh,Sudhagad,6,"Sudhagad , Maharashtra",18.58628,73.25654,
Aarna Loke,40,bddkg35@gmail.com,1434659924,Raigarh,Mangaon,9,"Mangaon , Maharashtra",18.23885,73.28139,
Amani Ramachandran,60,mhqpp53@gmail.com,6668924217,Raigarh,Tala,7,"Tala , Maharashtra",18.28833,73.14009,
Ira Hayre,58,wocxq53@gmail.com,4895967501,Raigarh,Shrivardhan,3,"Shrivardhan , Maharashtra",18.04902,73.01536,
Aarush Magar,34,yayjz55@gmail.com,4694796773,Raigarh,Mhasla,3,"Mhasla , Maharashtra",18.13425,73.1113,
Sara Khanna,52,kxjty60@gmail.com,2840521420,Raigarh,Mahad,5,"Mahad , Maharashtra",18.08124,73.42205,
Indrans Gandhi,56,meoql39@gmail.com,9192558121,Raigarh,Poladpur,9,"Poladpur , Maharashtra",17.98335,73.46517,
Sana Amble,48,vgkjs42@gmail.com,856597538,Ratnagiri,Mandangad,3,"Mandangad , Maharashtra",17.9798,73.19407,
Aarush Choudhary,49,ogbgo58@gmail.com,9382608022,Ratnagiri,Dapoli,7,"Dapoli , Maharashtra",17.75765,73.18781,
Oorja Soni,48,iddvz48@gmail.com,5461575129,Ratnagiri,Khed,5,"Khed , Maharashtra",18.85531,73.88754,
Indrajit Grewal,56,nvoik40@gmail.com,6128070844,Ratnagiri,Chiplun,5,"Chiplun , Maharashtra",17.52385,73.52601,
Prisha Dayal,53,amnmv41@gmail.com,1205914038,Ratnagiri,Guhagar,3,"Guhagar , Maharashtra",17.48905,73.26941,
Vritika Khare,29,cjtzt57@gmail.com,9062029672,Ratnagiri,Ratnagiri,5,"Ratnagiri , Maharashtra",16.99214,73.2919,
Neelofar Lad,48,khnbb58@gmail.com,4467247252,Ratnagiri,Sangameshwar,8,"Sangameshwar , Maharashtra",17.16984,73.53505,
Heer Sathe,57,lewpf55@gmail.com,2718578232,Ratnagiri,Lanja,3,"Lanja , Maharashtra",16.85828,73.54913,
Arhaan Thaker,51,nllxx39@gmail.com,977995445,Ratnagiri,Rajapur,7,"Rajapur , Maharashtra",16.65917,73.52315,
Yashvi Lall,41,grrdq31@gmail.com,7703324950,Sangli,Shirala,5,"Shirala , Maharashtra",16.96629,74.09254,
Umang Kaur,32,wptef60@gmail.com,4536162644,Sangli,Walwa,8,"Walwa , Maharashtra",17.02621,74.37124,
Lavanya Sridhar,57,fvxlg32@gmail.com,9104713318,Sangli,Palus,7,"Palus , Maharashtra",17.10312,74.42817,
Anvi Brar,54,gdmaz27@gmail.com,3349243190,Sangli,Kadegaon,9,"Kadegaon , Maharashtra",17.29799,74.40846,
Umang Tak,26,jtjtu56@gmail.com,9704757733,Sangli,Khanapur,2,"Khanapur , Maharashtra",17.282,74.52329,
Suhana Zachariah,55,gjvby27@gmail.com,315378182,Sangli,Atpadi,5,"Atpadi , Maharashtra",17.36107,74.90389,
Advika Basak,56,drtew50@gmail.com,3647361740,Sangli,Tasgaon,9,"Tasgaon , Maharashtra",17.03664,74.5999,
Ayesha Kapoor,57,nwrxe51@gmail.com,8704225066,Sangli,Miraj,2,"Miraj , Maharashtra",16.82807,74.64908,
Nirvi Kala,54,zbhuj28@gmail.com,7833194612,Sangli,Kavathemahankal,3,"Kavathemahankal , Maharashtra",17.01013,74.89398,
Parinaaz Sharaf,33,pzrcc47@gmail.com,6573137188,Sangli,Jat,3,"Jat , Maharashtra",17.04995,75.22069,
Reyansh Dhingra,29,gqyvz59@gmail.com,5103089540,Satara,Mahabaleshwar,2,"Mahabaleshwar , Maharashtra",17.9264,73.65949,
Aniruddh Vyas,32,aeupb45@gmail.com,6031333432,Satara,Wai,3,"Wai , Maharashtra",17.94736,73.88801,
Divit Soman,53,qwqel26@gmail.com,6236604848,Satara,Khandala,5,"Khandala , Maharashtra",18.08954,74.05069,
Fateh Shan,32,ysooe52@gmail.com,3703751837,Satara,Phaltan,9,"Phaltan , Maharashtra",17.9891,74.4301,
Uthkarsh Boase,52,ifzcl58@gmail.com,8908109439,Satara,Man,6,"Man , Maharashtra",17.63477,74.78363,
Mishti Vig,46,fcecp56@gmail.com,7244754556,Satara,Khatav,2,"Khatav , Maharashtra",17.56252,74.42919,
Jivin Sani,57,nwthb60@gmail.com,175641958,Satara,Koregaon,3,"Koregaon , Maharashtra",17.70104,74.16325,
Yakshit Soman,56,edyxa47@gmail.com,8422792949,Satara,Satara,5,"Satara , Maharashtra",17.68589,73.99333,
Trisha Kohli,45,mliwj40@gmail.com,8296147057,Satara,Jaoli,6,"Jaoli , Maharashtra",17.82219,73.80508,
Ritvik Kapur,27,pewuq27@gmail.com,8288812777,Satara,Patan,3,"Patan , Maharashtra",17.37297,73.90327,
Rohan Grover,60,utpmd38@gmail.com,326056761,Satara,Karad,6,"Karad , Maharashtra",17.27691,74.18511,
Hazel Gala,60,gdcer46@gmail.com,592412042,Sindhudurg,Devgad,3,"Devgad , Maharashtra",16.39754,73.46709,
Sumer Badal,48,omxlp45@gmail.com,1584865092,Sindhudurg,Vaibhavvadi,9,"Vaibhavvadi , Maharashtra",16.50563,73.768,
Yasmin Char,40,bkrlp56@gmail.com,6465234510,Sindhudurg,Kankavli,8,"Kankavli , Maharashtra",16.26282,73.70874,
Raunak Solanki,40,zhrpd50@gmail.com,8191425543,Sindhudurg,Malwan,4,"Malwan , Maharashtra",16.06527,73.47514,
Anika Mani,29,igdhw30@gmail.com,31286852,Sindhudurg,Vengurla,9,"Vengurla , Maharashtra",15.8521,73.63221,
Raghav Raval,29,xdffz28@gmail.com,157475975,Sindhudurg,Kudal,2,"Kudal , Maharashtra",16.00225,73.68906,
Baiju Choudhury,55,zokyc46@gmail.com,5263609372,Sindhudurg,Sawantwadi,6,"Sawantwadi , Maharashtra",15.90062,73.82283,
Vivaan Dugar,55,bdkxz26@gmail.com,834540171,Sindhudurg,Dodamarg,8,"Dodamarg , Maharashtra",15.74848,74.04251,
Vardaniya Swaminathan,53,phhom34@gmail.com,9851405855,Solapur,Karmala,7,"Karmala , Maharashtra",18.40742,75.19788,
Saanvi Madan,27,gxbrb27@gmail.com,4409994555,Solapur,Madha,9,"Madha , Maharashtra",18.09117,75.40698,
Indrajit Maharaj,49,iklov57@gmail.com,9023443131,Solapur,Barshi,9,"Barshi , Maharashtra",18.2335,75.69436,
Piya Bhasin,33,zkbbi59@gmail.com,7503503496,Solapur,Solapur north,3,"Solapur north , Maharashtra",17.72589,75.84166,
Stuvan Ravi,34,fvrup30@gmail.com,164793396,Solapur,Mohol,4,"Mohol , Maharashtra",17.80921,75.63844,
Jivin Bala,28,qipyy31@gmail.com,1783379139,Solapur,Pandharpur,4,"Pandharpur , Maharashtra",17.66675,75.31331,
Piya Goel,51,dfqyy39@gmail.com,1299444769,Solapur,Malshiras,9,"Malshiras , Maharashtra",17.88995,75.00419,
Zoya Wable,28,oxhar32@gmail.com,2725504368,Solapur,Sangole,7,"Sangole , Maharashtra",17.44271,75.19539,
Ritvik Ramachandran,30,qmgyo26@gmail.com,8400311286,Solapur,Mangalvedhe,3,"Mangalvedhe , Maharashtra",17.51465,75.44983,
Hunar Dara,42,wkgbh29@gmail.com,8795243576,Solapur,Solapur south,2,"Solapur south , Maharashtra",17.49874,75.86221,
Eva Ramakrishnan,60,yaxbv26@gmail.com,3984388794,Solapur,Akkalkot,7,"Akkalkot , Maharashtra",17.52192,76.19798,
Siya Kala,58,bazxi39@gmail.com,8203958975,Thane,Talasari,4,"Talasari , Maharashtra",20.16627,72.90636,
Mishti Suri,58,bmaio34@gmail.com,502841611,Thane,Dahanu,4,"Dahanu , Maharashtra",19.97614,72.72193,
Navya Bal,54,kdqgs51@gmail.com,5575990477,Thane,Vikramgad,7,"Vikramgad , Maharashtra",19.79705,73.0963,
Lagan Thakkar,40,vjsmg41@gmail.com,7285324909,Thane,Jawhar,5,"Jawhar , Maharashtra",19.91282,73.22693,
Saanvi Gade,57,nnjzj39@gmail.com,2156736569,Thane,Mokhada,7,"Mokhada , Maharashtra",19.89915,73.37829,
Farhan Devan,42,dxxpo28@gmail.com,437065243,Thane,Vada,7,"Vada , Maharashtra",19.65219,73.14325,
Shlok Jhaveri,58,qegeq53@gmail.com,919121005,Thane,Palghar,9,"Palghar , Maharashtra",19.70023,72.77104,
Anika Kaur,31,fglov41@gmail.com,8774511113,Thane,Vasai,7,"Vasai , Maharashtra",19.36621,72.81448,
Diya Sundaram,28,ndskm31@gmail.com,2531035799,Thane,Thane,9,"Thane , Maharashtra",19.19704,72.96355,
Hiran Sinha,43,ytnyx60@gmail.com,4325209551,Thane,Bhiwandi,3,"Bhiwandi , Maharashtra",19.29711,73.06349,
Ojas Brahmbhatt,54,okkay33@gmail.com,5213888685,Thane,Shahapur,9,"Shahapur , Maharashtra",19.45606,73.33012,
Armaan Singh,57,hbxwd28@gmail.com,4482303731,Thane,Kalyan,5,"Kalyan , Maharashtra",19.2437,73.13554,
Ahana  Chand,28,cffor43@gmail.com,7137891316,Thane,Ulhasnagar,9,"Ulhasnagar , Maharashtra",19.229,73.16553,
Divit Butala,56,ufgbm52@gmail.com,8117058176,Thane,Ambarnath,9,"Ambarnath , Maharashtra",19.19574,73.19404,
Jayesh Ram,53,wtifl32@gmail.com,4427039193,Thane,Murbad,2,"Murbad , Maharashtra",19.25844,73.38958,
Lagan Agate,59,qbrpd32@gmail.com,6469996439,Wardha,Ashti,5,"Ashti , Maharashtra",18.80812,75.16609,
Mannat Shetty,54,zbxbn58@gmail.com,6489776335,Wardha,Karanja,8,"Karanja , Maharashtra",21.1615,78.40973,
Raghav Jhaveri,43,ihjtg32@gmail.com,383951315,Wardha,Arvi,9,"Arvi , Maharashtra",21.00375,78.22844,
Rasha Uppal,27,zjqfx58@gmail.com,7544112164,Wardha,Seloo,6,"Seloo , Maharashtra",20.80667,78.88364,
Samar Sura,48,amzul34@gmail.com,6275033445,Wardha,Wardha,7,"Wardha , Maharashtra",20.73545,78.59485,
Aarush Deo,48,dzcvb30@gmail.com,7805997479,Wardha,Deoli,8,"Deoli , Maharashtra",20.65315,78.47987,
Akarsh Handa,60,gxufv55@gmail.com,9547594433,Wardha,Hinganghat,7,"Hinganghat , Maharashtra",20.55161,78.84225,
Nitya Wadhwa,29,ykzum39@gmail.com,9851618342,Wardha,Samudrapur,9,"Samudrapur , Maharashtra",20.66947,78.92383,
Shray Arya,59,hqjjq55@gmail.com,9902376910,Washim,Malegaon,4,"Malegaon , Maharashtra",20.54966,74.53462,
Mohanlal Iyer,55,yyuxo52@gmail.com,9725556803,Washim,Malegaon,2,"Malegaon , Maharashtra",20.54966,74.53462,
Arhaan Sura,26,gyhrt27@gmail.com,8717391972,Washim,Mangrulpir,6,"Mangrulpir , Maharashtra",20.31249,77.34093,
Ryan Soman,28,bxunp40@gmail.com,2997774607,Washim,Mangrulpir,8,"Mangrulpir , Maharashtra",20.31249,77.34093,
Kiara Bahri,49,urpaa39@gmail.com,6067092629,Washim,Karanja,2,"Karanja , Maharashtra",21.1615,78.40973,
Vritika Dua,27,tbwec53@gmail.com,2490556875,Washim,Karanja,5,"Karanja , Maharashtra",21.1615,78.40973,
Gokul Garde,48,opvsi57@gmail.com,1947607485,Washim,Manora,4,"Manora , Maharashtra",20.21787,77.56048,
Aarna Dara,40,lrmsa34@gmail.com,2201413790,Washim,Manora,4,"Manora , Maharashtra",20.21787,77.56048,
Anika Mallick,56,sftco51@gmail.com,1011730916,Washim,Washim,2,"Washim , Maharashtra",20.10821,77.14092,
Emir Bava,52,cixyi50@gmail.com,7944537633,Washim,Washim,3,"Washim , Maharashtra",20.10821,77.14092,
Yakshit Borde,27,smzga31@gmail.com,5384080202,Washim,Risod,7,"Risod , Maharashtra",19.97806,76.79164,
Ira Kara,41,gppex46@gmail.com,9838480518,Washim,Risod,8,"Risod , Maharashtra",19.97806,76.79164,
Lakshay Lala,28,glqju56@gmail.com,7568213884,Yavatmal,Ner,2,"Ner , Maharashtra",20.4921,77.86682,
Sana Kaur,46,kdvok52@gmail.com,7436875574,Yavatmal,Ner,7,"Ner , Maharashtra",20.4921,77.86682,
Bhavin Agate,47,fvazd34@gmail.com,4347316733,Yavatmal,Babulgaon,9,"Babulgaon , Maharashtra",20.56281,78.14772,
Onkar Sampath,30,djvul60@gmail.com,9017831278,Yavatmal,Babulgaon,7,"Babulgaon , Maharashtra",20.56281,78.14772,
Shray Aggarwal,49,puvzr26@gmail.com,1543800342,Yavatmal,Kalamb,3,"Kalamb , Maharashtra",20.44095,78.32677,
Nishith Loke,26,jofgo40@gmail.com,7153833861,Yavatmal,Kalamb,8,"Kalamb , Maharashtra",20.44095,78.32677,
Gokul Dyal,35,yovhg55@gmail.com,7122083028,Yavatmal,Yavatmal,3,"Yavatmal , Maharashtra",20.39324,78.13201,
Vihaan Gulati,50,yuwns54@gmail.com,372249515,Yavatmal,Yavatmal,7,"Yavatmal , Maharashtra",20.39324,78.13201,
Vardaniya Karnik,53,ghrfh34@gmail.com,1159777715,Yavatmal,Darwha,7,"Darwha , Maharashtra",20.31067,77.76966,
Saanvi Chana,39,zsdcw30@gmail.com,2583998592,Yavatmal,Darwha,8,"Darwha , Maharashtra",20.31067,77.76966,
Nitya Lala,35,bbfcj34@gmail.com,109392963,Yavatmal,Digras,3,"Digras , Maharashtra",20.10602,77.71509,
Nirvaan Tandon,31,iiibc30@gmail.com,1218639875,Yavatmal,Digras,5,"Digras , Maharashtra",20.10602,77.71509,
Trisha Bhat,34,ekfcz52@gmail.com,9240208294,Yavatmal,Pusad,8,"Pusad , Maharashtra",19.91042,77.56779,
Parinaaz Uppal,41,zvkut39@gmail.com,4592841834,Yavatmal,Pusad,3,"Pusad , Maharashtra",19.91042,77.56779,
Samarth Buch,49,vavfm26@gmail.com,9339063859,Yavatmal,Umarkhed,5,"Umarkhed , Maharashtra",19.60062,77.68829,
Shanaya Garg,35,ynjqx35@gmail.com,3243553214,Yavatmal,Umarkhed,9,"Umarkhed , Maharashtra",19.60062,77.68829,
Hansh Dubey,58,lywze30@gmail.com,7085833768,Yavatmal,Mahagaon,2,"Mahagaon , Maharashtra",19.76599,77.75211,
Shayak Saraf,46,esjwi35@gmail.com,2296547354,Yavatmal,Mahagaon,6,"Mahagaon , Maharashtra",19.76599,77.75211,
Priyansh Sethi,46,skbbp34@gmail.com,2034142435,Yavatmal,Arni,3,"Arni , Maharashtra",20.10034,77.95298,
Nayantara Ratta,47,zhflm39@gmail.com,5585982283,Yavatmal,Arni,3,"Arni , Maharashtra",20.10034,77.95298,
Fateh Bhatnagar,31,dpuux54@gmail.com,7577490056,Yavatmal,Ghatanji,3,"Ghatanji , Maharashtra",20.14262,78.3134,
Samarth Basu,33,pqpeu59@gmail.com,6919729216,Yavatmal,Ghatanji,3,"Ghatanji , Maharashtra",20.14262,78.3134,
Faiyaz Soni,41,twwbm26@gmail.com,2266449415,Yavatmal,Kelapur,7,"Kelapur , Maharashtra",20.01728,78.55221,
Gokul Toor,52,zcfbj40@gmail.com,5748502922,Yavatmal,Kelapur,4,"Kelapur , Maharashtra",20.01728,78.55221,
Kiaan Grewal,35,uleiv60@gmail.com,2975681416,Yavatmal,Ralegaon,2,"Ralegaon , Maharashtra",20.29926,78.62957,
Ahana  Jhaveri,40,plhwr31@gmail.com,5195272762,Yavatmal,Ralegaon,4,"Ralegaon , Maharashtra",20.29926,78.62957,
Dishani Suresh,56,ijbbp33@gmail.com,6690734103,Yavatmal,Maregaon,3,"Maregaon , Maharashtra",20.09859,78.73771,
Devansh Savant,27,rozri45@gmail.com,1338126106,Yavatmal,Maregaon,9,"Maregaon , Maharashtra",20.09859,78.73771,
Aayush Kalla,38,qmsoj58@gmail.com,8592570737,Yavatmal,Zari-jamani,4,"Zari-jamani , Maharashtra",19.88548,78.72985,
Himmat Gera,40,swrah32@gmail.com,1433455141,Yavatmal,Zari-jamani,8,"Zari-jamani , Maharashtra",19.88548,78.72985,
Chirag Seshadri,53,wbodp32@gmail.com,9049388293,Yavatmal,Wani,7,"Wani , Maharashtra",20.05793,78.95201,
Tiya De,28,fjkkg33@gmail.com,9845739225,Yavatmal,Wani,9,"Wani , Maharashtra",20.05793,78.95201,
